label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
A,0.283382863,0.8355335,0.35445717,0.776066542,0.38068229,0.653835416,0.370456398,0.550448835,0.376046956,0.482384562,0.333891332,0.585435152,0.329258293,0.527987242,0.33174628,0.617146254,0.330486834,0.659055412,0.282109797,0.595010698,0.278339624,0.532881677,0.292473763,0.6308164,0.293403208,0.660819113,0.234557971,0.618513286,0.229848996,0.566670418,0.253694624,0.6557886,0.258191794,0.676725686,0.189261943,0.651400268,0.188957304,0.611344755,0.214746207,0.671106637,0.221424624,0.687104583
A,0.251799881,0.795127809,0.327537835,0.744813681,0.350315422,0.612710118,0.328054667,0.505109549,0.320023477,0.440464795,0.293050885,0.545697749,0.281694442,0.483598292,0.294033885,0.57477206,0.29634136,0.616179645,0.240909606,0.563583851,0.231112912,0.499609441,0.257151991,0.598750412,0.259825081,0.624723792,0.196108148,0.591673851,0.1855205,0.536628067,0.218758851,0.626297414,0.223583892,0.644827545,0.152821928,0.627463996,0.149229541,0.591302216,0.178814888,0.650790751,0.184959263,0.663261473
A,0.212828502,0.62848568,0.288601667,0.565625131,0.320722193,0.435005248,0.303060055,0.319699049,0.303426236,0.242256448,0.266964167,0.342318803,0.246565178,0.264720798,0.261420697,0.355876416,0.271282971,0.410705,0.214809909,0.360216349,0.195446402,0.280533105,0.221683577,0.384654552,0.2345393,0.432939053,0.168055326,0.388243556,0.147781193,0.31175217,0.182042405,0.409797519,0.199036613,0.455579579,0.121313617,0.428745896,0.111717574,0.368877292,0.141966671,0.433644384,0.158542156,0.468837708
A,0.259687841,0.837953985,0.329902768,0.772210479,0.362042308,0.647339642,0.350038707,0.542043507,0.336859405,0.464909494,0.312395215,0.569479764,0.301299512,0.500235558,0.312032491,0.58980006,0.316441238,0.641196311,0.262292415,0.581635714,0.252906233,0.511193633,0.273515373,0.613532841,0.27944392,0.655622065,0.214854732,0.606544375,0.205064803,0.544087291,0.233591378,0.639024317,0.242659986,0.673335195,0.167492241,0.642762721,0.167645216,0.594154537,0.193673879,0.656798303,0.202478603,0.682442427
A,0.252612501,0.784231186,0.321798891,0.726212144,0.353974044,0.610184431,0.353173971,0.498335421,0.314154476,0.44339776,0.299445719,0.531278729,0.28950572,0.470607698,0.298307538,0.557406843,0.30223316,0.605407417,0.246831447,0.537564695,0.238829494,0.467682421,0.257681251,0.569897473,0.263150126,0.610915899,0.197883606,0.558303833,0.187341869,0.492557704,0.215886548,0.585141897,0.224474505,0.620803416,0.15009737,0.591474235,0.146883726,0.540011644,0.174384162,0.600453556,0.18506451,0.627365708
A,0.261988223,0.685960293,0.345697582,0.630591393,0.389372557,0.505528092,0.402657539,0.390198529,0.426758409,0.315658987,0.354280651,0.421180367,0.354538143,0.342311025,0.33988449,0.427803963,0.331080228,0.491053969,0.298353463,0.414774984,0.296075284,0.329664171,0.290507287,0.439298242,0.288744301,0.503919005,0.243462801,0.422125995,0.234990731,0.338741958,0.246525764,0.446374446,0.253550619,0.507306755,0.188170642,0.44446823,0.181925237,0.376259983,0.202482343,0.444939137,0.217409089,0.488385171
A,0.278068334,0.709726036,0.362323403,0.670015574,0.413288295,0.53987658,0.414946854,0.414672643,0.397411197,0.338144004,0.361473441,0.432998925,0.354560137,0.350377291,0.359534025,0.452590346,0.361021399,0.482847095,0.305816948,0.440606564,0.299490571,0.366930246,0.314090818,0.483147472,0.314514905,0.496505708,0.25331533,0.456414282,0.246506289,0.389971882,0.267241806,0.500071347,0.272329956,0.517643213,0.199760318,0.47556749,0.195772916,0.426187873,0.219162911,0.500643909,0.229034558,0.523666739
A,0.19009006,0.703578234,0.230891138,0.665408731,0.24339737,0.567976654,0.215682596,0.471619666,0.173326895,0.402950287,0.243766874,0.429639935,0.19322665,0.406120002,0.193412125,0.485030413,0.202916965,0.506966293,0.186999977,0.425895035,0.126214117,0.420668006,0.143202946,0.522274673,0.16521059,0.518360078,0.136465177,0.437517434,0.079649806,0.441207111,0.10358005,0.531237364,0.128592446,0.527723014,0.09033297,0.456890672,0.050817974,0.47277236,0.072374918,0.534538805,0.098101385,0.530848086
A,0.266260922,0.718909621,0.326462597,0.623233438,0.335116982,0.487368762,0.31773603,0.394798249,0.298201174,0.329242706,0.252574384,0.407527924,0.295170397,0.358287156,0.311159074,0.446401596,0.291863948,0.474044681,0.208491921,0.427105784,0.260907233,0.387677848,0.282522947,0.484815806,0.258125246,0.501755714,0.170777678,0.461089224,0.226012155,0.421444833,0.253174186,0.512303233,0.228246123,0.535624802,0.135465294,0.505444407,0.191267639,0.462011933,0.219529986,0.523652256,0.201117203,0.550416887
A,0.345820129,0.699436843,0.269105852,0.629093885,0.2448636,0.530958354,0.246704966,0.432554841,0.250392854,0.370622396,0.271014214,0.468183279,0.300936669,0.396477431,0.302787483,0.431427568,0.295984179,0.468444139,0.328646243,0.47385323,0.347935528,0.413386166,0.348190188,0.442254186,0.343145072,0.470850289,0.384756893,0.489297271,0.393415332,0.43849653,0.39277932,0.467124462,0.388362527,0.497191995,0.433931619,0.509836137,0.433379441,0.46533075,0.430999577,0.494013816,0.429986417,0.520302653
A,0.294174761,0.732150137,0.37819612,0.658931553,0.409434348,0.562090516,0.410965085,0.476257354,0.424283564,0.420024753,0.361096859,0.520207942,0.369734555,0.439666092,0.368359149,0.498767734,0.359062076,0.540814281,0.317413419,0.518286765,0.325728476,0.43530336,0.330883354,0.514926672,0.322660118,0.560367107,0.272209764,0.525424838,0.279453337,0.438980669,0.294220716,0.521504343,0.2905159,0.572259724,0.22377108,0.542047381,0.224234253,0.466190159,0.249056444,0.508018374,0.259776294,0.545657039
A,0.298909605,1.019065976,0.368402511,0.963117242,0.40749386,0.864518702,0.403583676,0.774671972,0.409421384,0.71121186,0.360777885,0.788651943,0.362479627,0.720783293,0.36600697,0.803745329,0.360944986,0.825229645,0.313853979,0.79667294,0.31514442,0.733888328,0.327346265,0.830158591,0.321220309,0.840880632,0.269332916,0.813226283,0.270091593,0.762553215,0.287227213,0.853221178,0.284099877,0.86298275,0.223488495,0.835803926,0.219903097,0.785349429,0.241131753,0.842753351,0.245942011,0.862416387
A,0.228789136,0.763293207,0.2853975,0.719206929,0.31716758,0.649814725,0.321694672,0.57975179,0.314377666,0.528422952,0.286495715,0.594821095,0.28382957,0.54140842,0.282980055,0.596201301,0.282408029,0.621968329,0.251051068,0.594426215,0.250452012,0.543316424,0.253739625,0.611120701,0.252366036,0.633774042,0.2163582,0.600913227,0.216023624,0.55460465,0.223265067,0.619599938,0.222700357,0.643496156,0.180703551,0.613106966,0.180242419,0.567152023,0.191647872,0.606452882,0.195051432,0.628252923
A,0.127510667,0.754213512,0.170473352,0.720657885,0.205476373,0.650972664,0.212695003,0.576712728,0.202711463,0.522440672,0.195259154,0.579004467,0.185342461,0.527972162,0.175705478,0.583703041,0.180064678,0.607781887,0.163311347,0.575015485,0.151026547,0.532464802,0.14677152,0.599489868,0.155151278,0.612226129,0.132911161,0.577181578,0.118749604,0.540398598,0.117678344,0.604538739,0.127679303,0.620466053,0.102504864,0.581540823,0.093316004,0.549977124,0.093995512,0.596895993,0.101734392,0.617435455
A,0.031504735,0.744581282,0.054807052,0.723198533,0.077797361,0.669455826,0.075840548,0.607405722,0.068129733,0.563305378,0.120408788,0.612858355,0.090207115,0.56606245,0.065656267,0.598908603,0.062810011,0.625797629,0.092484072,0.594815254,0.057522584,0.549273968,0.040254258,0.601012111,0.050132338,0.625309944,0.066928387,0.587118685,0.03589851,0.550474048,0.023629837,0.599384725,0.035251334,0.621673346,0.043798484,0.588053167,0.022026528,0.563812912,0.014141835,0.598934233,0.023404777,0.620161653
A,0.020339213,0.623073637,0.037136499,0.597532272,0.059315555,0.540469706,0.055996813,0.474360436,0.050296217,0.423432887,0.101450101,0.48831287,0.053239577,0.433912784,0.028134454,0.457945675,0.024540726,0.489257574,0.080872864,0.474946976,0.035730802,0.428716004,0.018341953,0.472991943,0.021188848,0.505127668,0.060607381,0.472152084,0.020479437,0.434133232,0.0083283,0.477124393,0.013818029,0.504661858,0.040273223,0.476888001,0.018503714,0.443918765,0.010011252,0.473637462,0.013771713,0.498132735
A,0.061735034,0.670970798,0.113724187,0.631229937,0.138259083,0.548027337,0.130001158,0.470381141,0.1145114,0.422685951,0.097145706,0.500688434,0.08841946,0.446302831,0.097954124,0.502449572,0.101617992,0.525250018,0.060373023,0.508167505,0.053675827,0.45482409,0.069974594,0.519932508,0.071204849,0.535596728,0.026242767,0.522185802,0.020477846,0.474442661,0.040978242,0.536021113,0.043978326,0.554530978,-0.008917943,0.540991724,-0.007047705,0.496842653,0.012684692,0.538567305,0.018520489,0.559044123
A,0.101577856,0.695981801,0.146953985,0.628911793,0.158854425,0.542235494,0.149321139,0.473500997,0.129791319,0.428792536,0.106520616,0.502779305,0.105071306,0.451430231,0.123515338,0.506742477,0.120707825,0.528448641,0.072051272,0.518058777,0.070960678,0.467904657,0.095635809,0.530545235,0.087964058,0.550175011,0.039035443,0.542146504,0.038909942,0.49331063,0.06803152,0.551198065,0.063324332,0.573905885,0.002980448,0.571877718,0.006364614,0.526874304,0.032159928,0.559547305,0.032581124,0.579745471
A,0.135377347,0.691058934,0.16972512,0.619932175,0.170113385,0.527488232,0.161347672,0.463112056,0.148364738,0.418471158,0.108804785,0.479262024,0.131749198,0.441020727,0.150875404,0.497366428,0.140322924,0.519547582,0.081367344,0.495831072,0.110155709,0.46237421,0.134259641,0.525252461,0.119395606,0.540100932,0.056720249,0.523026228,0.086330079,0.487725317,0.113980733,0.544399619,0.100691006,0.564077795,0.03295511,0.559373498,0.064357035,0.522601604,0.088651128,0.559461892,0.079938948,0.581367135
A,0.156479359,0.699894547,0.184729606,0.611611664,0.176767915,0.525389194,0.168863684,0.467501163,0.160900161,0.419737637,0.085924685,0.485779703,0.142618284,0.443451643,0.164311662,0.497511715,0.150908053,0.523806632,0.067511514,0.50179559,0.13815321,0.462239683,0.161269054,0.518300831,0.145495385,0.536164463,0.06062682,0.527858198,0.129992723,0.49037984,0.152393937,0.54093796,0.136838317,0.562550902,0.062122762,0.559944332,0.116119839,0.5258497,0.135574833,0.557355583,0.125334322,0.577025473
A,0.14681378,0.747710586,0.139849171,0.670292974,0.146286517,0.571389616,0.161989868,0.491332233,0.163884178,0.432535529,0.101995975,0.521643877,0.18156676,0.456371307,0.197820321,0.495276481,0.186577678,0.528375447,0.115021124,0.541866243,0.204658926,0.481818885,0.213255897,0.521934152,0.193932101,0.544083893,0.137419134,0.570832253,0.222559646,0.511937857,0.226658285,0.551179349,0.20659779,0.569953322,0.165072635,0.60247463,0.233087599,0.550007761,0.234337285,0.583494186,0.215227872,0.603776932
A,0.169961482,0.733904243,0.143007904,0.65699172,0.141698897,0.562598586,0.155520082,0.483259022,0.158860013,0.437739164,0.119948916,0.525900424,0.195174143,0.466037929,0.201906189,0.502697468,0.186038941,0.531666875,0.147759959,0.545645893,0.224658638,0.488722563,0.227410704,0.525045574,0.208285466,0.544979274,0.182425246,0.572079003,0.25095126,0.514420211,0.251966476,0.550496936,0.232511699,0.5689978,0.21915555,0.601698875,0.27504158,0.545018017,0.273259193,0.577321231,0.254513264,0.597296298
A,0.197692841,0.747139394,0.144675493,0.683762193,0.128630459,0.59705776,0.13553977,0.510718942,0.137213975,0.457471669,0.133557841,0.553673387,0.178708583,0.479784429,0.18513681,0.510026455,0.174086094,0.542494595,0.179388642,0.564039886,0.219068825,0.495765686,0.22319299,0.525094151,0.212054759,0.549054623,0.226799265,0.581088841,0.258476645,0.516686559,0.259821713,0.545499861,0.248431593,0.569888234,0.27050814,0.602664292,0.292134523,0.540592849,0.290807128,0.569552183,0.281215787,0.593787014
A,0.280231357,0.749535739,0.210292548,0.685804367,0.188319981,0.594804645,0.190752059,0.505593956,0.191600561,0.447681069,0.215439156,0.538663507,0.234634489,0.468453258,0.233220756,0.499918193,0.229478344,0.535393894,0.267876267,0.543100715,0.276963264,0.481107593,0.273395687,0.508206606,0.271178335,0.536057115,0.316938698,0.555128276,0.318244666,0.502977431,0.314253867,0.528777719,0.311899513,0.557136893,0.35939607,0.571262419,0.357298464,0.520561159,0.351317465,0.546124101,0.350109011,0.573636055
A,0.318896949,0.753394544,0.24482502,0.687764168,0.219984293,0.596951008,0.224200577,0.506044209,0.224699408,0.445367157,0.262078911,0.530676305,0.267396599,0.464377582,0.259392798,0.501337707,0.257444501,0.541007578,0.313570321,0.535209835,0.308254361,0.476991057,0.297976494,0.506587684,0.297587454,0.538359046,0.358969748,0.549533546,0.347353995,0.499246776,0.338075161,0.525773764,0.337115556,0.557572901,0.3975541,0.567535162,0.38553369,0.520236731,0.375788093,0.544418693,0.375514239,0.572766423
A,0.372025013,0.641816556,0.461880684,0.604702055,0.526757002,0.480867535,0.553529322,0.365741074,0.58888495,0.296351612,0.493849277,0.385116935,0.50886929,0.304012269,0.489808738,0.396121353,0.473195016,0.459293872,0.437061012,0.374437839,0.455010593,0.270675421,0.44469735,0.387329251,0.435353428,0.455893874,0.381791055,0.378275216,0.396182746,0.287678778,0.398466468,0.403328866,0.395523101,0.463361561,0.324845582,0.395032167,0.344606668,0.33179754,0.353407592,0.411254257,0.352898479,0.454250038
A,0.397825241,0.679391563,0.470661521,0.605282068,0.498755634,0.470697612,0.505153179,0.369241089,0.529123545,0.293929756,0.440209448,0.372117639,0.480617225,0.330733597,0.486202747,0.42801708,0.474674702,0.49700588,0.390377879,0.374152482,0.443791747,0.323640406,0.454603553,0.439600289,0.44119969,0.49556458,0.3445189,0.393003434,0.404743344,0.362196624,0.416889489,0.467774987,0.399872243,0.508224666,0.300044179,0.428226471,0.361961395,0.403392345,0.381025344,0.478458822,0.366625816,0.509767592
A,0.241989613,0.91325891,0.300287187,0.841747403,0.319439322,0.73159349,0.311632693,0.64273864,0.31729421,0.578951001,0.280717522,0.675783098,0.269388258,0.61928457,0.270630419,0.6907866,0.273462951,0.741910458,0.238353714,0.687575579,0.227044612,0.616029263,0.237446755,0.702227533,0.245617017,0.754190743,0.199533507,0.709702671,0.187866688,0.650086224,0.208057672,0.729691803,0.220091835,0.771837592,0.16191332,0.742527544,0.157014251,0.693292916,0.177097455,0.745995402,0.188605443,0.776363969
A,0.234759897,0.90831989,0.291047305,0.847937882,0.310989231,0.741343021,0.303069592,0.646725357,0.270264924,0.593755484,0.267667294,0.669464231,0.251072586,0.62360096,0.25514248,0.701443315,0.261251897,0.744241357,0.221436962,0.676930726,0.204409629,0.625329018,0.218672872,0.713185906,0.229473054,0.742067039,0.178124219,0.695784807,0.158978581,0.651608884,0.180101365,0.726232231,0.193566903,0.74782753,0.136983007,0.722273588,0.124659479,0.684884191,0.143456697,0.731778622,0.155351579,0.748391569
A,0.266052663,0.887209594,0.298733205,0.779695749,0.285095364,0.676113427,0.262796581,0.605301857,0.243306041,0.542622089,0.174940348,0.637388349,0.244453013,0.595889747,0.278005451,0.66250968,0.280231297,0.709195793,0.147040904,0.671694636,0.2358329,0.630755126,0.267986327,0.697881103,0.260944664,0.733068526,0.136548862,0.718573451,0.220969737,0.679225326,0.251016349,0.73621583,0.241594344,0.764448285,0.138803512,0.773458123,0.203363687,0.733711421,0.230097055,0.766191423,0.223727331,0.787785888
A,0.203521192,0.896650434,0.177018106,0.815035284,0.171877533,0.704174638,0.182954758,0.613026977,0.192287296,0.550753117,0.131441459,0.673251271,0.214659944,0.585739732,0.22813727,0.623511672,0.213180751,0.65806371,0.158614993,0.697648466,0.244990304,0.602950335,0.25333041,0.643820941,0.234011769,0.673344374,0.195345178,0.726415813,0.272729367,0.636762857,0.27764377,0.678933144,0.257856041,0.705141127,0.236846909,0.757260621,0.298400521,0.6784935,0.300328195,0.71590966,0.281315863,0.744254708
A,0.233239263,0.852705002,0.234209269,0.740877211,0.185325235,0.659679234,0.146121547,0.597040057,0.116510004,0.557715774,0.087491557,0.692871153,0.125700712,0.569282532,0.165130123,0.593868852,0.171046823,0.640070915,0.09463992,0.706254721,0.137196213,0.567849398,0.178672954,0.596987486,0.176956981,0.636936009,0.118541583,0.711262107,0.156825423,0.577596366,0.196767226,0.60387975,0.195675358,0.639454901,0.1547409,0.710994899,0.180388749,0.600943506,0.209823519,0.623555303,0.212349325,0.656114161
A,0.231516793,0.8483181,0.178119063,0.768498361,0.172775,0.669716299,0.188598827,0.57810092,0.185349539,0.518735349,0.192853451,0.619933069,0.245704457,0.556488395,0.24814564,0.589043438,0.233801186,0.6224913,0.244150192,0.638453186,0.286646038,0.576598287,0.285477638,0.606471896,0.274038434,0.632137001,0.293443978,0.664960504,0.326524556,0.602389812,0.321833849,0.632347047,0.309693962,0.65830189,0.336478353,0.695401728,0.360265672,0.632483721,0.353726506,0.659345925,0.34328714,0.683409095
A,0.232897043,0.865602016,0.314211965,0.807869971,0.350620359,0.709283948,0.35813272,0.621162117,0.376751572,0.564364493,0.317864776,0.644982934,0.322134048,0.582824767,0.310916275,0.647515535,0.300199509,0.697565317,0.274757564,0.635768831,0.276657522,0.562678933,0.270734042,0.645574033,0.265907764,0.696264029,0.231060863,0.637724876,0.230114341,0.566208482,0.233549312,0.646103442,0.23222129,0.693959355,0.184785277,0.650708795,0.180431142,0.58535099,0.193617299,0.628645957,0.201848462,0.661321342
A,0.447834611,0.922270238,0.527371049,0.870718241,0.567924976,0.76283443,0.577742636,0.6733374,0.594429791,0.609943569,0.533112645,0.69016993,0.551673234,0.629614532,0.546821296,0.707408309,0.53147465,0.760074139,0.492105514,0.682216167,0.514824867,0.610459566,0.511734426,0.707416892,0.495769024,0.7557109,0.44704923,0.683223784,0.468825698,0.61400342,0.473045141,0.705466449,0.459945858,0.747858167,0.395277441,0.693414509,0.419950485,0.628922224,0.433219045,0.690301597,0.427353621,0.727099478
A,0.324834198,0.532135487,0.407730848,0.485901028,0.457743913,0.396650434,0.47459954,0.308735073,0.497916281,0.24824959,0.422663093,0.316404462,0.438143164,0.249570712,0.427700162,0.31644243,0.410165846,0.370719284,0.378227264,0.303036124,0.392564982,0.226377413,0.386876911,0.311331242,0.374729395,0.364390999,0.331899464,0.300905257,0.341997147,0.228397086,0.345067352,0.310272396,0.336650521,0.359687537,0.282433778,0.30880028,0.289465606,0.238983124,0.303707957,0.287582666,0.304688096,0.325618058
A,0.120545693,0.561022282,0.192546859,0.520243943,0.241627783,0.427396595,0.251281589,0.333260179,0.263854653,0.269941926,0.20473282,0.347313523,0.198544934,0.283987433,0.18912901,0.354457438,0.18715255,0.405821949,0.161571339,0.343672216,0.150505111,0.276900947,0.146974698,0.36305359,0.15102455,0.409458637,0.120406501,0.348203778,0.10509035,0.288647532,0.109677911,0.368398637,0.11792548,0.409887999,0.077068157,0.359517038,0.066279635,0.31161353,0.075814158,0.367489368,0.087114669,0.402058274
A,0.206387028,0.721370935,0.28394708,0.67620796,0.331617475,0.588620722,0.341238409,0.49443388,0.349031806,0.424326658,0.294091135,0.496260464,0.297664791,0.429075748,0.286285639,0.5027017,0.280616164,0.54883492,0.248591408,0.48558265,0.247828215,0.417481959,0.243210047,0.505253971,0.243082002,0.542391121,0.202960446,0.48636812,0.200159892,0.422816664,0.203346789,0.505415201,0.205090985,0.54126966,0.156226844,0.497419894,0.150332808,0.436617434,0.162557721,0.490587354,0.17133148,0.524770677
A,0.198595226,0.800775826,0.274238825,0.752270043,0.319495529,0.652337611,0.331839234,0.555452645,0.342022389,0.483645648,0.288588375,0.566738904,0.279745787,0.50895685,0.268747002,0.589242995,0.268280625,0.63558358,0.240799829,0.559970438,0.231017217,0.498828709,0.227115497,0.595232546,0.233638301,0.633788645,0.193171546,0.563593805,0.182321832,0.509538412,0.186293706,0.595011473,0.195491642,0.625961304,0.145722687,0.575052202,0.138239473,0.525346696,0.145684153,0.582411706,0.15395081,0.609967947
A,0.198176235,0.809629083,0.269425571,0.758253574,0.308625817,0.661373138,0.315228015,0.567619264,0.32386452,0.497027278,0.271164268,0.577379405,0.267113268,0.525249898,0.259510547,0.598706782,0.257287323,0.652871728,0.224310517,0.572375536,0.216951698,0.512912035,0.213972673,0.602288365,0.219259709,0.64556706,0.177662298,0.579102576,0.168111339,0.528149188,0.172839239,0.608569145,0.181040645,0.641558647,0.131332308,0.59677875,0.121312477,0.542238533,0.131319106,0.595831752,0.141807556,0.626070499
A,0.263060421,0.820551157,0.346531153,0.778815687,0.392934859,0.6782552,0.403968275,0.582678556,0.421229929,0.518149257,0.362330109,0.600058734,0.368872434,0.537966251,0.352020621,0.617378533,0.341814429,0.662261128,0.315037102,0.586871862,0.321528494,0.519233644,0.312180907,0.614397287,0.308101058,0.653598905,0.268002689,0.585741818,0.270201713,0.527712941,0.271434128,0.616876125,0.272320807,0.64851886,0.21998173,0.595261812,0.222147614,0.540532589,0.230478004,0.599704266,0.234605476,0.626681924
A,0.152425066,0.810315669,0.217742503,0.764433384,0.258345127,0.658970714,0.267737627,0.565780103,0.271716237,0.497980118,0.223556966,0.57932359,0.213215321,0.528033435,0.20497328,0.603959918,0.206064954,0.652502775,0.178628117,0.577638626,0.164797068,0.521262884,0.163043991,0.611743331,0.171596766,0.65322566,0.134696111,0.585943758,0.117675506,0.540463746,0.12463592,0.618618548,0.137052715,0.649688065,0.090745375,0.601196289,0.078503601,0.558855832,0.087384596,0.611829877,0.099123098,0.638810217
A,0.136864826,0.893271267,0.190463915,0.837629735,0.215450019,0.72768867,0.210454464,0.631131172,0.204751283,0.56041491,0.17493543,0.643318892,0.155469865,0.598593891,0.15225932,0.67667526,0.161293954,0.718216717,0.128892541,0.648846865,0.106805824,0.603999078,0.113051333,0.694324076,0.128972024,0.722145438,0.086159505,0.66473031,0.062786236,0.627480149,0.075585335,0.706465065,0.092890553,0.728025258,0.046337225,0.68661046,0.031262271,0.652657151,0.04398571,0.708721042,0.059082534,0.730171859
A,0.228615776,0.876449108,0.299216986,0.830306113,0.336317569,0.730257332,0.337291002,0.636558473,0.341514111,0.56766063,0.297748566,0.648019552,0.291394532,0.598011494,0.28434065,0.674765706,0.283885568,0.725919247,0.249384314,0.64504087,0.241165191,0.585825801,0.240209967,0.675106764,0.246361732,0.716499269,0.20190753,0.653778732,0.191366643,0.602236867,0.198934183,0.684275806,0.20760344,0.717882395,0.15610528,0.673742592,0.1434533,0.618647277,0.156279013,0.671370625,0.168875158,0.701697052
